product_id,website,img_path 1,product_name,clothes,gender,price,color,material,length,size,discount,sales,rate_num,rate_sco,product_path,shop_name
121,Lazada,database/product/image123.png,DOTTIE - Taffta short skirt S0147,Skirts,Girl,417.05,Black,Taffta,Short,"S, M",5%,26,1,5,https://www.lazada.vn/products/dottie-chan-vay-ngan-vai-taffta-i2132675068-s10280447566.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A2132675068%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2132675068_VNAMZ%253Bprice%253A417050%253Bclient%253Adesktop%253Bsupplier_id%253A1000264352%253Bbiz_source%253Ah5_internal%253Bslot%253A1%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2132675068%253Bsku_id%253A10280447566%253Bshop_id%253A517979&fastshipping=0&freeshipping=0&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=4.1705E%205&priceCompare=skuId%3A10280447566%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A417050%3BvoucherPrice%3A417050%3BdisplayPrice%3A417050%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=1&sale=26&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fQ6oktx&stock=1,Dottie Store
122,Lazada,database/product/image124.png,DOTTIE - Taffta short skirt S0148,Skirts,Girl,417.05,Red,Taffta,Short,"S, M",5%,26,1,5,https://www.lazada.vn/products/dottie-chan-vay-ngan-vai-taffta-i2132675068-s10280447566.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A2132675068%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2132675068_VNAMZ%253Bprice%253A417050%253Bclient%253Adesktop%253Bsupplier_id%253A1000264352%253Bbiz_source%253Ah5_internal%253Bslot%253A1%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2132675068%253Bsku_id%253A10280447566%253Bshop_id%253A517979&fastshipping=0&freeshipping=0&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=4.1705E%205&priceCompare=skuId%3A10280447566%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A417050%3BvoucherPrice%3A417050%3BdisplayPrice%3A417050%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=1&sale=26&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fQ6oktx&stock=2,Dottie Store
123,Lazada,database/product/image125.png,DOTTIE - Taffta short skirt S0149,Skirts,Girl,417.05,White,Taffta,Short,"S, M",5%,26,1,5,https://www.lazada.vn/products/dottie-chan-vay-ngan-vai-taffta-i2132675068-s10280447566.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A2132675068%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2132675068_VNAMZ%253Bprice%253A417050%253Bclient%253Adesktop%253Bsupplier_id%253A1000264352%253Bbiz_source%253Ah5_internal%253Bslot%253A1%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2132675068%253Bsku_id%253A10280447566%253Bshop_id%253A517979&fastshipping=0&freeshipping=0&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=4.1705E%205&priceCompare=skuId%3A10280447566%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A417050%3BvoucherPrice%3A417050%3BdisplayPrice%3A417050%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=1&sale=26&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fQ6oktx&stock=3,Dottie Store
124,Lazada,database/product/image126.png,Super pretty flared chiffon skirt,Skirts,Girl,78.999,Black,Other,Long,Freesize,20%,307,81,4.5,https://www.lazada.vn/products/hcmchan-vay-voan-xoe-sieu-xinh-i474712523-s1806750773.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A474712523%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A474712523_VNAMZ%253Bprice%253A78999%253Bclient%253Adesktop%253Bsupplier_id%253A100243470%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A474712523%253Bsku_id%253A1806750773%253Bshop_id%253A235271&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=78999&priceCompare=skuId%3A1806750773%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A78999%3BvoucherPrice%3A78999%3BdisplayPrice%3A78999%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.493827160493828&request_id=8801db790b67626d15b110c8d7a2ad31&review=81&sale=307&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fHEhaRy&stock=1,Wholesale Warehouse - Guangzhou
125,Lazada,database/product/image127.png,Super pretty flared chiffon skirt,Skirts,Girl,78.999,White,Other,Long,Freesize,20%,307,81,4.5,https://www.lazada.vn/products/hcmchan-vay-voan-xoe-sieu-xinh-i474712523-s1806750773.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A474712523%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A474712523_VNAMZ%253Bprice%253A78999%253Bclient%253Adesktop%253Bsupplier_id%253A100243470%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A474712523%253Bsku_id%253A1806750773%253Bshop_id%253A235271&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=78999&priceCompare=skuId%3A1806750773%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A78999%3BvoucherPrice%3A78999%3BdisplayPrice%3A78999%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.493827160493828&request_id=8801db790b67626d15b110c8d7a2ad31&review=81&sale=307&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fHEhaRy&stock=2,Wholesale Warehouse - Guangzhou
126,Lazada,database/product/image128.png,Super pretty fishtail pleated skirt - B001,Skirts,Girl,53,Black,Cotton,Short,Freesize,32%,65,19,5,https://www.lazada.vn/products/chan-vay-nhun-duoi-ca-beo-sieu-xinh-b001-i1814291698-s8172325290.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A1814291698%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A1814291698_VNAMZ%253Bprice%253A53000%253Bclient%253Adesktop%253Bsupplier_id%253A200184441668%253Bbiz_source%253Ah5_internal%253Bslot%253A3%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A1814291698%253Bsku_id%253A8172325290%253Bshop_id%253A2764328&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=5.3E%204&priceCompare=skuId%3A8172325290%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A53000%3BvoucherPrice%3A53000%3BdisplayPrice%3A53000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=19&sale=65&search=1&source=search&spm=a2o4n.searchlistcategory.list.13&stock=1,BORIN
127,Lazada,database/product/image129.png,Super pretty fishtail pleated skirt - B002,Skirts,Girl,53,White,Cotton,Short,Freesize,32%,65,19,5,https://www.lazada.vn/products/chan-vay-nhun-duoi-ca-beo-sieu-xinh-b001-i1814291698-s8172325290.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A1814291698%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A1814291698_VNAMZ%253Bprice%253A53000%253Bclient%253Adesktop%253Bsupplier_id%253A200184441668%253Bbiz_source%253Ah5_internal%253Bslot%253A3%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A1814291698%253Bsku_id%253A8172325290%253Bshop_id%253A2764328&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=5.3E%204&priceCompare=skuId%3A8172325290%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A53000%3BvoucherPrice%3A53000%3BdisplayPrice%3A53000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=19&sale=65&search=1&source=search&spm=a2o4n.searchlistcategory.list.13&stock=2,BORIN
128,Lazada,database/product/image130.png,DOTTIE - Ribbed fabric midi dress S0137 13 Ratings,Skirts,Girl,439,White,Other,Medium,"S, M",,82,13,4.8,https://www.lazada.vn/products/dottie-vay-midi-vai-thun-gan-i2111853689-s9947037281.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A2111853689%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2111853689_VNAMZ%253Bprice%253A439000%253Bclient%253Adesktop%253Bsupplier_id%253A1000264352%253Bbiz_source%253Ah5_internal%253Bslot%253A6%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2111853689%253Bsku_id%253A9947037281%253Bshop_id%253A517979&fastshipping=0&freeshipping=0&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=4.39E%205&priceCompare=skuId%3A9947037281%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A439000%3BvoucherPrice%3A439000%3BdisplayPrice%3A439000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.846153846153846&request_id=8801db790b67626d15b110c8d7a2ad31&review=13&sale=82&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564f4aYquP&stock=1,Dottie Store
129,Lazada,database/product/image131.png,DOTTIE - Ribbed fabric midi dress S0137 13 Ratings,Skirts,Girl,439,Black,Other,Medium,"S, M",,82,13,4.8,https://www.lazada.vn/products/dottie-vay-midi-vai-thun-gan-i2111853689-s9947037281.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A2111853689%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2111853689_VNAMZ%253Bprice%253A439000%253Bclient%253Adesktop%253Bsupplier_id%253A1000264352%253Bbiz_source%253Ah5_internal%253Bslot%253A6%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2111853689%253Bsku_id%253A9947037281%253Bshop_id%253A517979&fastshipping=0&freeshipping=0&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=4.39E%205&priceCompare=skuId%3A9947037281%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A439000%3BvoucherPrice%3A439000%3BdisplayPrice%3A439000%3BsinglePromotionId%3A-1%3BsingleToolCode%3A-1%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.846153846153846&request_id=8801db790b67626d15b110c8d7a2ad31&review=13&sale=82&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564f4aYquP&stock=2,Dottie Store
130,Lazada,database/product/image132.png,"Korean style 4-button pleated A-line skirt, extremely hot",Skirts,Girl,129,Brown,Other,Short,"M, XL, L, S",35%,158,44,4.6,https://www.lazada.vn/products/chan-vay-chu-a-xep-ly-4-nut-phong-cach-han-quoc-cuc-hot-i1611204135-s6946998053.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A1611204135%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A1611204135_VNAMZ%253Bprice%253A129000%253Bclient%253Adesktop%253Bsupplier_id%253A100230960%253Bbiz_source%253Ah5_internal%253Bslot%253A8%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A1611204135%253Bsku_id%253A6946998053%253Bshop_id%253A222635&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=1.29E%205&priceCompare=skuId%3A6946998053%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A129000%3BvoucherPrice%3A129000%3BdisplayPrice%3A129000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.613636363636363&request_id=8801db790b67626d15b110c8d7a2ad31&review=44&sale=158&search=1&source=search&spm=a2o4n.searchlistcategory.list.27&stock=1,bobothoitrang
131,Lazada,database/product/image133.png,"Korean style 4-button pleated A-line skirt, extremely hot",Skirts,Girl,129,Black,Other,Short,"M, XL, L, S",35%,158,44,4.6,https://www.lazada.vn/products/chan-vay-chu-a-xep-ly-4-nut-phong-cach-han-quoc-cuc-hot-i1611204135-s6946998053.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A1611204135%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A1611204135_VNAMZ%253Bprice%253A129000%253Bclient%253Adesktop%253Bsupplier_id%253A100230960%253Bbiz_source%253Ah5_internal%253Bslot%253A8%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A1611204135%253Bsku_id%253A6946998053%253Bshop_id%253A222635&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=1.29E%205&priceCompare=skuId%3A6946998053%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A129000%3BvoucherPrice%3A129000%3BdisplayPrice%3A129000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.613636363636363&request_id=8801db790b67626d15b110c8d7a2ad31&review=44&sale=158&search=1&source=search&spm=a2o4n.searchlistcategory.list.27&stock=2,bobothoitrang
132,Lazada,database/product/image134.png,BT Fashion Flared Flared Dress (LONG - Pleated) - VA04 - With petticoat inside,Skirts,Girl,39,Black,Other,Medium,"L, XS, M, S",50%,1313,310,4.6,https://www.lazada.vn/products/vay-xoe-dap-ly-thoi-trang-bt-fashion-dai-dap-ly-va04-co-vay-lot-ben-trong-i995148382-s3186692597.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A995148382%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A995148382_VNAMZ%253Bprice%253A39000%253Bclient%253Adesktop%253Bsupplier_id%253A100199526%253Bbiz_source%253Ah5_internal%253Bslot%253A12%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A995148382%253Bsku_id%253A3186692597%253Bshop_id%253A191148&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=3.9E%204&priceCompare=skuId%3A3186692597%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A39000%3BvoucherPrice%3A39000%3BdisplayPrice%3A39000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.638709677419355&request_id=8801db790b67626d15b110c8d7a2ad31&review=310&sale=1313&search=1&source=search&spm=a2o4n.searchlistcategory.list.i41.26aa564fh5pZ2X&stock=1,BAO-TIN FASHION
133,Lazada,database/product/image135.png,BT Fashion Flared Flared Dress (LONG - Pleated) - VA04 - With petticoat inside,Skirts,Girl,39,White,Other,Medium,"L, XS, M, S",50%,1313,310,4.6,https://www.lazada.vn/products/vay-xoe-dap-ly-thoi-trang-bt-fashion-dai-dap-ly-va04-co-vay-lot-ben-trong-i995148382-s3186692597.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A995148382%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A995148382_VNAMZ%253Bprice%253A39000%253Bclient%253Adesktop%253Bsupplier_id%253A100199526%253Bbiz_source%253Ah5_internal%253Bslot%253A12%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A995148382%253Bsku_id%253A3186692597%253Bshop_id%253A191148&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=3.9E%204&priceCompare=skuId%3A3186692597%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A39000%3BvoucherPrice%3A39000%3BdisplayPrice%3A39000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.638709677419355&request_id=8801db790b67626d15b110c8d7a2ad31&review=310&sale=1313&search=1&source=search&spm=a2o4n.searchlistcategory.list.i41.26aa564fh5pZ2X&stock=2,BAO-TIN FASHION
134,Lazada,database/product/image136.png,DOTTIE - Pleated maxi skirt - White - S0172,Skirts,Girl,521.55,White,Linen,Long,"S, M",5%,40,3,5,https://www.lazada.vn/products/dottie-chan-vay-maxi-xep-nhun-trang-i2301658432-s11173884348.html?c=&channelLpJumpArgs=channelId%3A0&clickTrackInfo=query%253A%253Bnid%253A2301658432%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2301658432_VNAMZ%253Bprice%253A521550%253Bclient%253Adesktop%253Bsupplier_id%253A1000264352%253Bbiz_source%253Ah5_internal%253Bslot%253A13%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2301658432%253Bsku_id%253A11173884348%253Bshop_id%253A517979&fastshipping=0&freeshipping=0&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=5.2155E%205&priceCompare=skuId%3A11173884348%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A521550%3BvoucherPrice%3A521550%3BdisplayPrice%3A521550%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=3&sale=40&search=1&source=search&spm=a2o4n.searchlistcategory.list.53&stock=1,Dottie Store
135,Lazada,database/product/image137.png,Women's Black A-Line Pleated Skirt Cold Cotton Premium Version Anti-Wrinkle 2AM,Skirts,Girl,199,Black,Cotton,Short,"S, M, L",17%,277,43,5,https://www.lazada.vn/products/chan-vay-xep-ly-chu-a-mau-den-nu-cotton-lanh-phien-ban-premium-chong-nhan-2am-i2057058925-s9605963676.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2057058925%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2057058925_VNAMZ%253Bprice%253A199000%253Bclient%253Adesktop%253Bsupplier_id%253A200224275802%253Bbiz_source%253Ah5_internal%253Bslot%253A18%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2057058925%253Bsku_id%253A9605963676%253Bshop_id%253A3278185&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=1.99E%205&priceCompare=skuId%3A9605963676%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A199000%3BvoucherPrice%3A199000%3BdisplayPrice%3A199000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=43&sale=227&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fdtVV86&stock=1,2amcool
136,Lazada,database/product/image138.png,Women's Black A-Line Pleated Skirt Cold Cotton Premium Version Anti-Wrinkle 2AM,Skirts,Girl,199,White,Cotton,Short,"S, M, L",17%,277,43,5,https://www.lazada.vn/products/chan-vay-xep-ly-chu-a-mau-den-nu-cotton-lanh-phien-ban-premium-chong-nhan-2am-i2057058925-s9605963676.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253A%253Bnid%253A2057058925%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2057058925_VNAMZ%253Bprice%253A199000%253Bclient%253Adesktop%253Bsupplier_id%253A200224275802%253Bbiz_source%253Ah5_internal%253Bslot%253A18%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2057058925%253Bsku_id%253A9605963676%253Bshop_id%253A3278185&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=1.99E%205&priceCompare=skuId%3A9605963676%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A199000%3BvoucherPrice%3A199000%3BdisplayPrice%3A199000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=5.0&request_id=8801db790b67626d15b110c8d7a2ad31&review=43&sale=227&search=1&source=search&spm=a2o4n.searchlistcategory.list.i40.26aa564fdtVV86&stock=2,2amcool
137,Lazada,database/product/image139.png,"Short skirt that hugs the waist PINKSTORE29, made of khaki with boxy pockets on both sides C059",Skirts,Girl,115,Brown,Khaki,Short,"S, M, L",28%,318,91,4.9,https://www.lazada.vn/products/hoan-tien-15-chan-vay-ngan-om-vong-3-pinkstore29-chat-kaki-kieu-tui-hop-2-ben-c059-i2099777549-s11521810766.html?c=&channelLpJumpArgs=channelId%3A116311746&clickTrackInfo=query%253A%253Bnid%253A2099777549%253Bsrc%253ALazadaMainSrp%253Brn%253A8801db790b67626d15b110c8d7a2ad31%253Bregion%253Avn%253Bsku%253A2099777549_VNAMZ%253Bprice%253A115000%253Bclient%253Adesktop%253Bsupplier_id%253A200167044362%253Bbiz_source%253Ah5_internal%253Bslot%253A25%253Butlog_bucket_id%253A470687%253Basc_category_id%253A6401%253Bitem_id%253A2099777549%253Bsku_id%253A11521810766%253Bshop_id%253A2065675&fastshipping=0&freeshipping=1&fs_ab=2&fuse_fs=&lang=en&location=H%E1%BB%93%20Ch%C3%AD%20Minh&price=1.15E%205&priceCompare=skuId%3A11521810766%3Bsource%3Alazada-search-voucher%3Bsn%3A8801db790b67626d15b110c8d7a2ad31%3BunionTrace%3A21411e1317040778696723631ebd36%3BoriginPrice%3A115000%3BvoucherPrice%3A115000%3BdisplayPrice%3A115000%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A1%3BbuyerId%3A0%3Btimestamp%3A1704077870022&ratingscore=4.912087912087912&request_id=8801db790b67626d15b110c8d7a2ad31&review=91&sale=318&search=1&source=search&spm=a2o4n.searchlistcategory.list.i42.26aa564fBPcCku&stock=1,pinkstore29
